no,w,county,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a_2,q9a_3,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a1_1,q12a2_1,q12a1_2,q12a2_2,q12b_2,q12b_3,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q13a,q14,q14a_1_1,q14a_2_1,q14b_1_1,q14b_2_1,q14a_1_2,q14a_2_2,q14b_1_2,q14b_2_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17b,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25a,q25b,q25ba,q25baa,q25bb
FVP3994,6.869364139,21,24,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,2,2,3,2,1,2,1, ,3,17243,17243,0,0,1,5,12, , , , ,0,0,0,0,1, ,1,2,0,2,1,9,7,1,0, , , , ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1, , , , , 
FBI4938,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,1,0,0,0,0,1,2,3,2,1,1,1, , ,2,19267,17000,2267,0,3, , , , , ,1,1,0,0,0,1, ,1,3.07,0,3.07,2, , , , ,8,9,2,0,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FAI0317,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,20835,17000,2835,1000,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,9,3,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1, , , , , 
FNV7648,83.85124983,14,33,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,1,2,4,1,4,1,1, , ,1,23000,20294,2706,0,3, , , , , ,1,1,0,0,1,1, ,2, , , ,2, , , , ,5,8,4,0,1,1,1,2,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FJI7042,58.81131796,10,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,2,0,1,0,0,1,2,1,2,1,1,1, , ,1,20268,17000,2268,1000,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,9,3,0,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI1997,7.000290878,6,9,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,1,1,1, , ,1,24000,20000,0,4000,1,4,10, , , , ,0,0,0,0,1, ,1,2.76,0,2.76,1,7,8,3.5,0, , , , ,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FGI6516,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,2,1,0,0,0,1,2,3,1,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,1,7,8,3,0, , , , ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,4,3,4,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FAI4375,66.36361794,1,9,2,2,2,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,1,2,2,1,1,1,3, ,1,1,22268,17000,2268,3000,3, , , , , ,1,0,0,1,0,2,1,2, , , ,1,9,9,4,0, , , , ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,4,5,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FDI5865,59.56183135,5,9,2,4,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,2,4,1,1,1,2,1, ,1,19268,17000,2268,0,2, , ,1,10,1, ,0,0,0,0,1, ,1,2.89,0,2.89,1,7,10,3,0, , , , ,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,4,4,4,4,3,4,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1, , , , , 
FAI0324,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,9,0,9,2, , , , ,9,10,5,0,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,3,4,3,3,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FCI1426,65.23112238,4,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,25000,22059,2941,0,3, , , , , ,1,1,0,1,0,2,1,1,6,0,6,2, , , , ,7,10,2,0,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,1,0,0,1,0,1,1,0,0,0,1, , , , , 
FBI4841,62.94045808,2,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,3,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,1,3,0,3,2, , , , ,8,9,4,0,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
FBI0813,62.94045808,2,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,1, , ,1,20893,18994,1899,0,2, , ,1,8,1, ,0,0,0,0,2,1,1,2,0,2,2, , , , ,8,10,6,0,2, ,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1, , , , , 
FEI6142,6.933957408,6,9,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,5,1,0,0,0,0,1,1,3,2,1,1,1, , ,1,21268,17000,2268,2000,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,6,9,3,0,2, ,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,1,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1, , , , , 
FCI1279,65.23112238,4,9,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,2,0,1,0,0,1,2,2,1,1,1,3, ,1,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,1,7,8,3,0, , , , ,1,2,1,3,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,2,1,3, , , 
FJI7138,57.41302052,10,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,8,8,3,0,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FGI6571,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,0,0,1, ,1,0,30,.5,2, , , , ,7,8,3,30,1,1,1,3,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,3,2,4,2,4,4,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FBI0853,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,21000,17000,2268,1732,2, , ,1,4.5,1, ,0,0,0,0,1, ,1,2,30,2.5,2, , , , ,7.5,6,3,0,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,3,2,3,1,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FHP6848,56.43130773,8,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,1,0,0,0,1,2,3,2,2,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,6.5,8,3.5,0,1,1,1,3,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI6048,59.85851199,6,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,1,0,0,0,1,2,1,1,1,2,1, , ,1,19000,17273,1727,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,2.76,0,2.76,2, , , , ,5,9,3,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FDI1650,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,20835,17000,2835,1000,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,7,8,3,0,1,1,1,2,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,3,3,2,1,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1, , , , , 
FCV5697,75.82400375,4,33,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,2,1,0,0,0,1,2,3,2,4,1,1, , ,1,19268,17000,2268,0,2, , ,1,3.5,1, ,0,0,0,0,2,1,1,0,30,.5,2, , , , ,8.5,8,3.5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,2,2, , , , 
FKP7263,41.37129147,11,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,2,2,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,1,1,0,2,1,2, , , ,2, , , , ,7,7.5,2,30,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,1,1,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1, , , , , 
FAP4591,51.69451014,1,24,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,3,2,2,1, , ,1,17000,17000,0,0,1,4,12, , , , ,0,0,0,0,1, ,1,1.6,0,1.6,2, , , , ,7.5,8,2,30,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FCP5628,48.61902911,4,24,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,1,0,0,0,0,1,2,2,3,2,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,8,10,3,0,1,2,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FAP0462,57.70596641,1,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,2,2,1,1, , ,1,24268,17000,2268,5000,2, , ,2,12,1, ,0,0,0,0,2,1,1,4,0,4,2, , , , ,8,8,3,0,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FAI0151,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,2,2,1,0,0,0,1,2,3,3,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,1,1,0,2,1,1,1,0,1,2, , , , ,7,8,3,0,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
FCI1402,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,2,19267,17000,2267,0,3, , , , , ,1,1,1,0,0,1, ,1,3.61,0,3.61,2, , , , ,6,8,3.5,0,2, ,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FAV4633,7.949111703,1,33,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,1,0,0,0,1,1,2,1,4,1,3, ,1,1,26000,26000,0,0,1,5,12, , , , ,0,0,0,0,1, ,1,4,0,4,1,9,10,1,30, , , , ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2, , , , 
FAI0397,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,3,2,1,0,0,0,1,2,3,1,1,2,1, , ,3,19578,17310,2268,0,2, , ,1,10,1, ,0,0,0,0,2,2,1,3.31,0,3.31,2, , , , ,8,8,2,30,2, ,2, ,1,1,1,1,0,3,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2,2, , , , 
FAI0191,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,0,0,1,2,3,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,1.5,0,1.5,2, , , , ,7.5,7.5,1.75,0,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FIV2855,61.66751533,9,33,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,4,1,1, , ,3,18000,18000,0,0,1,5,5, , , , ,0,0,0,0,1, ,1,3.72,0,3.72,2, , , , ,8,5,1,0,2, ,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2, , , , 
FBP5235,70.10304514,2,24,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,1,2,3,2,2,1,1, , ,1,21000,17000,1000,3000,2, , ,1,10,1, ,0,0,0,0,2,1,1,2,0,2,2, , , , ,7,9,4,0,1,2,1,2,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,0,1,1,1,0,0,1,0,1,1,0,0,0,1, , , , , 
FBI0723,63.86243872,2,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,1,1,0,0,0,0,1,2,1,2,1,2,1, , ,2,21900,18656,1244,2000,2, , ,2,4,1, ,0,0,0,0,1, ,1,2.82,0,2.82,2, , , , ,7.5,7.5,2.5,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FNI3446,59.01050541,14,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,3,2,1,1,2,2, ,2,17000,17000,0,0,2, , ,1,8,2, ,0,0,0,0,1, ,1,2.38,0,2.38,1,6,8,2,0, , , , ,2, ,1,3,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,1,1, , 
FDI1666,59.56183135,5,9,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,2,4,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,1,0,0,1, ,1,1,0,1,2, , , , ,6,9,1,30,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1, , , , , 
FAI0401,66.36361794,1,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,1,30,1.5,2, , , , ,7,7,2,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FBI1049,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,2,1,1,1, , ,2,25000,19000,3000,3000,3, , , , , ,1,1,0,0,0,1, ,1,8,0,8,2, , , , ,8,10,2,0,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,1,0,0,1,1,0,0,0,1,0,1, , , , , 
FAI0121,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,8,10,5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FTI7945,47.22060713,20,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,6,9,5,0,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FAI0235,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,2,19268,17000,2268,0,2, , ,1,10,1, ,0,0,0,0,2,1,1,3.31,0,3.31,2, , , , ,8,9,3,0,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FGI6499,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,18000,17000,1000,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,6,8,2,30,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,1,0,1, , , , , 
FTP3943,55.13589131,20,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,2,1,1,0,0,1,2,3,3,2,1,2,1, ,1,21268,17000,2268,2000,2, , ,1,12,1, ,0,0,0,0,2,1,1,2.38,0,2.38,2, , , , ,9,9,1,30,2, ,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,3,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1, , , , , 
FCP1520,54.27284355,4,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,2,2,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,1,1,0,2,1,1,4.5,0,4.5,1,7,9,2,0, , , , ,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,1,1,0,0,0,1,1,0,0,1,0,0,1, , , , , 
FCI5490,65.23112238,4,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,1,2,2,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,8.5,3.5,0,1,2,1,3,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FFI2221,64.98368698,7,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,3,2,1,0,0,0,1,2,1,2,1,2,4, , ,1,23000,20294,2706,0,3, , , , , ,1,0,1,0,0,1, ,2, , , ,2, , , , ,7,6.5,3.5,0,2, ,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
