no,w,city,s1,s1.1,v1,v2,v3,v4,v5_1,v5_2,v5_3,v6,v6_o,v7_1,v7_2,v7_2_1,v7_3,v7_3_1,v7_3_1a,v7_3_1b,v7_3_1bo,v8,v8_1,v8_2,v8_3,v8_4,v8_5,v8_6,v8_7,v8_o,v9_1,v9_2,v9_3,v9_4,v9_5,v9_6,v9_o,v10,v10_1,v10_2,v10_3,v10_4,v10_5,v10_o,v10_1_1,v10_2_1,v10_3_1,v10_4_1,v10_5_1,v11,v11_1,v11_2,v11_3,v11_4,v11_o,v12,v12_1,v12_2,v12_3,v12_4,v12_5,v12_6,v12_7,v12_8,v12_o,v13,v13_1,v13_2,v13_3,v13_4,v13_5,v13_6,v13_7,v13_8,v13_9,v13_10,v13_11,v13_12,v13_o,v14,v15,v15_1,v16,v16_1,v17,v18_1,v18_2,v18_3,v18_4,v19,v19_1,v19_2,v19_3,v19_4,v19_5,v19_6,v19_o,v20,v20_1,v20_2,v20_3,v20_4,v20_5,v20_6,v20_o,v21,v21_1,v21_2,v21_3,v22,v22_1,v22_2,v22_3,v23_1,v23_2,v23_1_a,v23_2_a,v23_2_b,v23_2_c,v24,v25,v25_1,v25_2,v25_3,v25_4,v25_5,v25_6,v25_7,v25_8,v25_o,v26_1,v26_2,v26_3,v26_4,v26_5,v26_6,v26_7,v26_8,v26_9,v26_10,v26_11,v26_12,v26_13,v26_14,v26_15,v26_o
2891,55,20,1,2,2,1,2,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,154.44,7.99999992792,231.66, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,2,0,0,0,0,0,0,9,0,0,0, ,1,2,0,2,1,1,18552,15840,2112,600,2,1,2,0,0,5,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,6,0,0,0,0,11,0,0,0,0, 
2892,54,20,1,2,2,1,3,1,3,6,8,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,0,3,0,0, ,858, ,257.4, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,0,0,0,0,0,8,9,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0, 
2893,54,20,1,2,2,1,3,1,2,3,0,1, ,87945,1, ,1,2,85725,3, ,2,0,0,0,4,0,0,0, ,1,0,0,4,0,0, ,1,1,2,3,0,0, ,579.15,7.99999992792,77.22, , ,2,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,1,1,2,3,0,1,17952,15840,2112,0,2,1,2,0,0,0,0, ,2,0,0,3,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,6,0,0,0,0,11,0,0,0,0, 
2894,56,20,1,2,2,1,2,1,1,3,0,1, ,77544,1, ,1,2,77544,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,3,0,0, ,321.75, ,96.525, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,2.5,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15, 
2895,55,20,1,2,2,1,2,2,2,3,0,1, ,89738,2,11100,1,2,77238,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,0,3,0,0, ,514.8, ,171.6, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,.5,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,6,0,0,0,0,11,0,0,0,0, 
2896,54,20,1,2,2,1,3,1,3,6,7,1, ,77544,1, ,1,2,77544,3, ,2,0,0,0,4,0,0,0, ,1,2,0,4,5,0, ,1,1,2,3,0,0, ,300.3,90.09,90.09, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,9,10,0,0, ,1,1,3,3,0,1,18552,15840,2112,600,2,1,0,0,0,0,0, ,2,0,0,0,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,6,0,8,9,0,11,0,13,0,0, 
2897,42,21,1,2,2,1,3,2,1,2,10,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1,1,0,3,0,0, ,549.12, ,154.44, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,2,2,0,2,.5,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0, ,0,0,0,0,0,6,0,0,0,0,11,0,13,0,0, 
2898,43,21,1,2,2,1,2,1,1,3,0,1, ,85500,1, ,1,2,85500,3, ,2,0,0,0,4,0,0,0, ,0,0,3,4,5,0, ,1,1,2,3,0,0, ,257.4,51.48,102.96, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,9,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0, 
2899,43,21,1,2,2,1,2,1,2,3,0,1, ,85761,1, ,1,2,85761,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,471.9,32.175,176.9625, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,0,6,0,0,9,0,0,0, ,1,1,2,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0, 
2900,45,21,1,2,2,1,1,1,2,3,0,1, ,97525,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,308.88,77.22,231.66, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,1,2,3,0,0,0,0,8,0,0,0,0, ,1,2,0,3,0,1,17960,15840,2120,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0, 
2901,42,21,1,2,2,1,3,1,2,3,0,1, ,81000,1, ,1,2,81000,1, ,1,0,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1,1,0,3,0,0, ,825.825, ,165.165, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,8,9,0,0,0, ,2,2,0,3,0,1,17600,15000,2000,600,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,自己跟雇主溝通,0,2,0,0,0,0,0,0,0,0,0,12,13,0,0, 
2902,45,21,1,2,2,1,1,1,2,3,0,1, ,99999998,1, ,1,1, ,2, ,1,0,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1,1,2,3,0,0, ,660.66,17.16,68.64, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,9,0,0,0, ,1,2,0,2,2,1,16896,15840,1056,0,2,1,2,0,0,5,0, ,1,0,0,0,0,0,0, ,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0, 
2903,44,21,1,2,2,1,2,1,1,1,6,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1,1,2,3,0,0, ,750.75,60.06,270.27, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,7,0,9,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,4,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0, 
2904,43,21,1,1,2,1,2,1,3,6,0,2, ,14430,2,0,2, , , , ,3,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,1,1,2,3,0,0, ,411.84,7.99999992792,102.96, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,2,2,0,2,1,1,21159,19047,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,1,0,0,3,1,0,0,3,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0, 
2905,42,21,1,2,2,1,3,1,2,3,0,1, ,85725,1, ,1,2,85725,3, ,2,0,0,0,4,0,0,0, ,1,2,0,0,5,0, ,1,1,2,3,0,0, ,514.8,7.99999992792,25.74, , ,1,1,2,0,0, ,2,0,0,0,0,0,0,7,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,2,2,0,3,0,1,17952,15840,2112,0,2,1,2,0,0,0,0, ,2,1,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0, 
2906,43,21,1,1,2,1,2,2,3,8,0,2, ,4440,2,0,2, , , , ,3,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,1,1,2,3,0,0, ,300.3,7.99999992792,42.9, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,0,0,0,6,0,0,9,0,0,0, ,1,1,2,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,3,4,0,6,0,8,0,0,11,0,13,0,0, 
2907,43,21,1,2,2,1,2,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,5,0, ,1,1,2,3,0,0, ,386.1,7.99999992792,77.22, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,9,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,1,0,3,4,5,6,提款卡,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0, 
2908,45,21,1,2,2,1,1,1,2,3,0,1, ,71163,1, ,1,2,71163,3, ,2,0,2,0,4,0,0,0, ,1,0,3,4,5,0, ,1,1,2,3,0,0, ,514.8,68.64,102.96, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,2,15840,15840,0,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,11,0,13,0,0, 
2909,44,21,1,2,2,1,2,1,1,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,412.9125,82.5825,412.9125, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,0,0,0,0,0,8,0,0,0,0, ,1,1,3,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0, 
2910,42,21,1,2,2,1,3,1,1,2,2,1, ,93225,2,6660,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,0,3,0,0, ,283.14, ,34.32, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,3,4,0,0,0,0,0,0,11,0,0,0,0, 
2911,44,21,1,2,2,1,2,1,1,3,0,1, ,97525,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,694.98,77.22,154.44, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,0,0,0,0,0,0,0,0, ,1,1,1,3,0,1,17960,15840,2120,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0, 
2912,45,21,1,2,2,1,1,1,1,3,0,1, ,99999998,1, ,1,1, ,2, ,1,0,0,0,0,0,0,0, ,0,0,0,0,5,0, ,1,1,2,3,0,0, ,300.3,64.35,214.5, , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,2,2,0,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0, 
2913,58,1,2,2,2,3,2,1,1,3,0,1, ,60543.5,2,5735.7,1,2,54170,1, ,1,0,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1,1,2,3,0,0, ,90.09,30.03,90.09, , ,1,0,2,0,0, ,2,1,2,0,0,5,6,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,2,1,1,19424,15840,1584,2000,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0, ,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0, 
2914,167,1,2,2,1,3,4,3,4,9,0,1, ,99999998,1, ,2, , , , ,2,1,0,3,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,0,0,0, ,171.6, , , , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,2,2,1,18000,15840,2160,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,3,1,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0, 
2915,58,1,2,2,2,3,2,1,2,3,0,1, ,63730,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,41.99999998194,20.99999999097,41.99999998194, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,6,0,0,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,0,3,1,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,6,0,0,0,0,11,0,13,0,0, 
2916,58,1,2,2,2,3,3,1,2,3,0,1, ,15000,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1,1,2,3,0,0, ,75.000000075,30.00000003,180.00000018, , ,1,0,2,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0, 
2917,66,1,2,2,2,3,4,1,1,3,0,1, ,50000,1, ,1,1, ,2, ,2,0,0,3,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,85.8,53.625,64.35, , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,2,0,2,3,1,16368,15840,528,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0, 
2918,66,1,2,2,2,3,4,3,3,8,8,1, ,15932.5,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,0,0,0, ,111.99999995184, , , , ,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,2,0,2,.125,1,17886,15840,2046,0,2,1,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,3,1,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0, 
2919,59,1,2,1,2,3,3,3,3,6,0,2, ,99999998,2,0,2, , , , ,3,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,1,1,0,0,0,0, ,97.99999995786, , , , ,1,1,0,0,0, ,2,0,2,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,2,3,0,1,17700,15840,1860,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0, 
2920,58,1,2,2,2,3,2,1,2,3,0,1, ,70103,2,9559.5,1,2,4426.0485,3, ,2,1,0,0,4,0,0,0, ,1,0,0,0,0,0, ,1,1,0,0,0,0, ,55.99999997592, , , , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,2,1,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,1,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0, 
2921,58,1,2,1,2,3,3,2,2,3,1,2, ,0,2,0,1,1, ,1, ,3,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,1,0,0,3,0,0, , , ,45.000000045, , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,1,1,.3,1,4,0,15840,15840,0,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,11,0,0,0,0, 
2922,58,1,2,2,2,3,2,3,2,3,0,1, ,49072.1,1, ,1,2,42699.1,1, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,0,0,0, ,55.99999997592, , , , ,1,1,0,0,0, ,2,0,2,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,2,0,2,1,1,17424,15840,1584,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,3,1,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0, 
2923,58,1,2,2,2,3,3,2,2,5,10,1, ,50984,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,27.99999998796,13.99999999398,27.99999998796, , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,6,0,0,0,0,0,0, ,1,2,0,2,2,1,16896,15840,1056,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,0,0,0,14,0,教會
2924,59,1,2,2,2,3,3,3,1,3,0,1, ,54170.5,1, ,1,2,54170.5,1, ,1,0,0,0,0,0,0,0, ,1,2,0,4,0,0, ,1,1,0,0,0,0, ,343.2, , , , ,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,7,0,0,0,0,0, ,1,2,0,2,2,1,17500,15840,1660,0,2,1,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0, 
2925,59,1,2,2,2,3,3,2,1,3,0,1, ,41424.5,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,0,0,0,4,0,0, ,1,1,0,0,0,0, ,55.99999997592, , , , ,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,7,0,9,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0, 
2926,57,1,2,2,2,3,2,3,2,3,6,1, ,0,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1,1,0,0,0,0, ,16.00000009608, , , , ,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,0,0,11,0,13,0,0, 
2927,58,1,2,1,2,3,2,3,4,9,0,2, ,99999998,2,0,2, , , , ,3,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,1,1,0,0,0,0, ,17.16, , , , ,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,5,6,0,0,0,0,0,0, ,1,1,.5,2,1,1,22000,15840,6160,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,3,1,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0, 
2928,58,1,2,2,2,3,2,3,1,3,0,1, ,81574.4,2,75201.4,1,2,50984,1, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,0,0,0, ,111.99999995184, , , , ,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,0,0,0,8,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,2,1,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0, 
2929,58,1,2,2,2,3,2,1,2,3,0,1, ,19119,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,62.99999997291,20.99999999097,62.99999997291, , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,3,2,3,1,16372,15844,528,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0, 
2930,58,1,2,2,2,3,2,1,2,3,8,1, ,100000,1, ,1,2,41424.5,1, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,119.99999999988,21.45,64.35, , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,2,0,2,3,1,16368,15840,528,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,6,0,0,0,0,11,0,13,0,0, 
2931,59,1,2,2,2,3,3,2,2,3,6,1, ,28678.5,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,0,0,0,0,0, , , , , , ,2,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,2,2,1,16896,15840,1056,0,2,1,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0, 
2932,58,1,2,2,2,3,2,3,2,3,0,1, ,19119,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,0,0,0, ,720.72, , , , ,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,3,1,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0, 
2933,58,1,2,2,2,3,2,3,2,3,0,1, ,19119,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,0,0,0, ,240.24, , , , ,1,1,0,0,0, ,2,0,2,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,2,1,1,17424,15840,1584,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,3,1,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0, ,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0, 
