no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q1b_10,q1b_11,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6b,q6,q6a_2,q6a_3,q6a_4,q6a_5,q7a,q7b_1,q7b_2,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a,q10,q11,q11a,q11b,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q15,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q16,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16a_9,q17a,q17b,q17c,q17d,q17e,q17f,q18,q18a,q19_1,q19_2,q19_3,q20,q20a_1,q20a_2,q20a_3,q20a_4,q20a_5,q20a_6,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q22,q22a,q22aa,q22aaa,q22ab,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q23a_7,q23a_8,q23a_9,q23a_10
1532,9.49285714285714,11.396178343949,11.396178343949,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,9,168,12,25250,2680,2000,2, ,1,4,2, ,1, ,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
1638,9.17904761904762,11.2284087314141,22.4568174628282,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,22,2,1,1,0,0,9,168,3,25250,455,500,2, ,1,3,2, ,2,1,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,1,0,0,0,0,0,0,0
1667,9.49285714285714,11.396178343949,68.377070063694,14,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,20,6,6,0,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,2,1,1,1,1, ,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,1,0,1,0,0,0,0,0,0,0
1737,9.28260869565217,10.8712121212121,76.0984848484847,6,1,2,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,16,7,7,0,0,0,9,168,3,26813,395,0,2, ,1,6,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,3,3,3,4,2,3,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
1807,10.2083333333333,10.0849056603774,20.1698113207548,20,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,43,2,0,2,0,0,9,168,45,25250,6969,0,2, ,1,7,1,3,1, ,1,1,1, ,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2, ,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,3,3,3,2,3,2, ,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1, , , , ,2,0,0,0,1,0,0,0,0,0,0
1883,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,13,1,0,0,1,0,9,168,0,25250,0,0,2, ,1,5,2, ,2,1,1,1,2,1100,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,0,0,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
1940,9.34042553191489,9.97848244620612,39.9139297848245,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,2,4,1,1,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,39,4,0,4,0,0,9,168,40,25250,5600,1705,1,3,1,6,1,2,2,1,1,1,2,2200,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0,2,1,1,1,1,1,0,0,0,0,2,4,4,3,3,3,2, ,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,2, , ,3,2,1,0,1,0,0,0,0,0,0,0
1943,8.7,11.8156028368794,35.4468085106382,25,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,15,3,0,3,0,0,9,168,53,27750,8208,0,2, ,2, ,2, ,2,1,1,1,1, ,1,0,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3, , , ,2,1,0,0,0,0,0,0,0,0,0
1963,8.75257731958763,10.6771255060729,138.802631578948,14,2,2,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,5,1,1,0,1,0,1,1,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,54,13,0,13,0,0,9,168,32,25250,4862,500,1,3,1,6,1,1,2,1,1,4, , ,0,0,0,0,0,0, ,1,1,1,0,0,0,0,1,3,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,2,3,3,3,3,2,1,1,1,0,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2,1,2, , ,2,0,0,1,1,0,1,0,0,0,0
2006,10.6739130434783,13.2636363636364,26.5272727272728,20,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,10,2,0,2,0,0,9,168,0,28350,0,1000,1,6,1,6,2, ,1, ,1,1,2,2500,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,0,0,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
2038,8.21021021021021,9.14402660526989,109.728319263239,17,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,19,12,9,3,0,0,10,160,20,25250,2820,0,1,4,1,6,2, ,1, ,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,1,2,1,1,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1, , , , ,2,0,0,0,0,0,0,0,0,1,0
2175,8.52037037037037,10.3464285714286,41.3857142857144,21,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,4,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,20,4,0,4,0,0,9,168,11,25250,2045,0,1,3,1,3,2, ,1, ,1,1,2,2200,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,2,2, , ,4,2,0,0,0,0,0,1,0,0,1,0
2195,8.75,9.20689655172414,27.6206896551724,22,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,10,3,3,0,0,0,9,168,0,25250,0,500,1,2,1,2,1,2,1, ,1,1,2,2500,0,0,1,0,0,0,4,1,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,0,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1, , , , ,2,1,1,0,0,0,0,0,0,0,0
2271,8.3125,10.9375,21.875,11,1,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,0,26,2,2,0,0,0,9,168,24,25250,3559,0,2, ,1,5,2, ,2,1,1,1,2,2100,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,2, ,0,0,1,2,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
2280,8.75257731958763,10.6771255060729,106.771255060729,14,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0,40,10,10,0,0,0,9,168,46,25250,6662,0,2, ,2, ,1,3,2,1,2,1,2,2500,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,1,2, , ,1,0,0,0,0,0,0,0,0,0,0
2389,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,9,168,0,25250,0,0,2, ,1,4,2, ,1, ,1,1,2,2500,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,0,0,0,0,0,0,1,0
2399,11.5945945945946,12.9624060150376,64.812030075188,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,15,5,5,0,0,0,9,168,0,25250,0,0,2, ,1,3,2, ,1, ,1,1,1, ,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,2,1,1,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
2415,8.52037037037037,10.3464285714286,41.3857142857144,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,5,1,0,1,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,1,0,0,0,0,0,15,4,0,0,4,0,9,168,0,25250,0,600,1,3,1,3,2, ,2,1,1,3,1, ,0,0,0,0,0,0, ,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2,1,0,0,2,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
2426,9.49285714285714,11.396178343949,11.396178343949,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,9,168,30,25250,4230,0,2, ,1,3,2, ,1, ,1,3,1, ,0,0,0,0,0,0, ,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,3, , , ,1,0,0,0,0,0,0,0,0,0,0
2496,9.49285714285714,11.396178343949,34.188535031847,14,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,19,3,3,0,0,0,9,168,0,25250,0,1000,2, ,1,7,2, ,1, ,1,1,2,2200,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,0,0,0,0,0,0,1,0
2527,9.896,11.6466789667897,34.9400369003691,21,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0,42,3,1,2,0,0,9,168,32,25250,5310,0,1,3,1,6,1,7,2,1,1,1,1, ,0,0,1,0,0,0,3,1,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,1,0,0,0,0,0,0,0
2643,9.47368421052632,12.963768115942,38.891304347826,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,19,3,0,3,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,1, ,1,1,2,2500,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,3,2,2,1,2,1,1,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , ,2,1,0,0,0,0,1,1,0,1,0
2710,9.28828828828829,11.6620498614958,23.3240997229916,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,14,2,1,1,0,0,9,168,0,25250,0,0,2, ,1,2,1,1,2,1,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,1,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
2724,9.17904761904762,11.2284087314141,44.9136349256564,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1, ,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,4,0,0,4,0,9,168,39,28500,6008,0,2, ,1,7,2, ,3,1,2,1,2,2500,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,2, ,0,0,1,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,3, , , ,2,1,0,0,0,0,1,0,0,0,0
2785,8.21021021021021,9.14402660526989,54.8641596316193,17,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,28,6,6,0,0,0,9,168,10,25250,1410,0,2, ,1,6,2, ,2,1,1,1,1, ,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,1,2,1,0,0,2,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
2813,8.7,11.8156028368794,47.2624113475176,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,1,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,18,4,0,2,2,0,9,168,0,25250,0,0,2, ,1,5,2, ,1, ,2,3,1, ,0,0,0,0,0,0, ,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,0,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
2996,9.49285714285714,11.396178343949,11.396178343949,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,9,168,30,25250,4706,0,2, ,1,3,2, ,1, ,1,1,2,2200,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,1,1,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
3152,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,9,168,12,25250,1692,500,1,2,1,2,2, ,1, ,1,1,1, ,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
3234,9.17904761904762,11.2284087314141,33.6852261942423,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,3,2,1,0,0,9,168,30,25250,4618,0,2, ,1,4,1,4,2,1,1,1,2,2200,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
3249,9.49285714285714,11.396178343949,45.584713375796,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,9,168,30,25250,4706,0,1,5,1,5,2, ,1, ,1,1,2,2500,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
3388,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,9,168,3,25250,422,1200,2, ,1,6,2, ,1, ,1,2,1, ,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
3449,8.52037037037037,10.3464285714286,20.6928571428572,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,9,2,2,0,0,0,9,168,0,25250,0,0,2, ,1,3,2, ,1, ,1,1,1, ,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,2, ,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
3573,8.52037037037037,10.3464285714286,10.3464285714286,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,9,168,38,25250,5941,1000,2, ,1,3,2, ,1, ,1,3,1, ,0,0,0,0,0,0, ,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2, , ,3,1,0,0,0,0,0,0,0,0,0,0
3609,9.62962962962963,12.3140495867769,24.6280991735538,8,1,2,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,11,2,2,0,0,0,9,168,20,25250,3000,2000,1,3,1,7,1,3,2,1,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
3682,9.17904761904762,11.2284087314141,33.6852261942423,17,1,2,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,9,168,0,27000,0,0,1,7,1,4,1,3,2,1,1,1,1, ,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3, , , ,2,1,0,0,0,0,0,0,0,0,0
3746,9.19889502762431,11.138592750533,11.138592750533,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,8,1,1,0,0,0,9,168,0,25250,0,0,2, ,2, ,1,7,1, ,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
