no,w1,w2,w3,t1,t2,t3,s1,s1b_1,s1b_2,s1b_3,s1b_4,s1b_5,s1b_6,s1b_7,s1b_8,s1b_9,s2,s2a_1,s2a_2,s2a_3,s2a_4,s2a_5,s2a_6,s2a_7,s2a_8,s2a_9,s2a_10,s2a_11,s2a_12,s2a_13,s2b,s2bb_1,s2bb_2,s2bb_3,s2bb_4,s2bb_5,s2bb_6,s2bb_7,s2bb_8,s2bb_9,s2bb_10,s2bb_11,s3,s3a,s4,s4b_1,s4b_2,s4b_3,s4b_4,s4b_5,s4b_6,s4b_7,s4b_8,s4b_9,s4b_10,s4b_11,s4b_12,s5,s5a,s5b,s5c_1,s5c_2,s5c_3,s5c_4,s5c_5,s5c_6,s5c_7,s5c_8,s5d,s6,s6a_2_1,s6a_3_1,s6a_4_1,s6a_5_1,s6b,s6s6b,s7a_1_0,s7a_1_1,s7a_2_1,s7a_3_1,s7c,s7b_1_1,s7b_2_1,s7b_1_0,n8,n8a0,n8a,n8b0,n8b,n8c0,n8c,n9,n9a,n10,n11,n11a1,n11b1,n11a2,n11b2,n11a3,n11b3,n12_1,n12_2,n12_3,n12_4,n12_5,n12_6,n13,n14,n14b_1,n14b_2,n14b_3,n14b_4,n15,n15b_1,n15b_2,n15b_3,n15b_4,n15b_5,n15b_6,n15b_7,n16,n16a,n16b_1,n16b_2,n16b_3,n16b_4,n16b_5,n17a_1,n17a_2,n17b_1,n17b_2,n17c_1,n17c_2,n17d_1,n17d_2,n17e_1,n17e_2,n17f_1,n17f_2,n17g_1,n17g_2,n17h_1,n17h_2,n18a,n18b,n18c,n18d,n18e,n18f,n19,n19a,n20_1,n20_2,n20_3,n21,n21a_1,n21a_2,n21a_3,n21a_4,n21a_5,n21a_6,n21a_7,n21a_8,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8
A3228871,7.82608695652174,7.98823529411765,103.847058823529,1,32,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,13,13,0,0,0,75,88,30644,23800,6844,0,9,168,46,214,2,1, ,2,4,1, ,2,1,1,2, , ,1, , , ,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2, ,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
A3228872,7.82608695652174,7.98823529411765,55.9176470588235,1,32,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,7,4,3,0,0,60,67,27489,23800,2332,1357,9,168,15,183,2,2,4,2,5,1, ,1, ,1,1,2,1400, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,3,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,2,3,3,4,2,2,1,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
A3228873,7.82608695652174,7.98823529411765,71.8941176470588,1,32,2,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1, , , , , , , , , ,9,9,0,0,0,39,48,23800,23800,0,0,9,168,0,168,2,2,3,2,3,1, ,2,1,1,1,2,1500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,2,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,2,2,2,3,2,2,1,1,1,1,0,2,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0
A3228874,7.82608695652174,7.98823529411765,63.9058823529412,1,32,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,8,8,0,0,0,51,59,25500,23800,1700,0,9,168,11,179,2,1, ,2,4,1, ,2,1,1,1,2,1000, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,2,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
A3228877,7.82608695652174,7.98823529411765,87.8705882352942,1,32,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,11,0,11,0,0,54,65,28800,23800,2000,3000,9,168,14,182,2,1, ,2,4,2,2,2,1,1,2, , ,2,1900, , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2,3,2,4,2,2,1,1,1,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
A3228879,7.82608695652174,7.98823529411765,47.9294117647059,1,32,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1, , , , , , , , , ,6,2,0,4,0,24,30,27636,23800,3836,0,9,168,25,193,2,1, ,2,4,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,2,3,3,3,3,2,1,2,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A3228881,7.82608695652174,7.98823529411765,71.8941176470588,1,32,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,1,0,0,0,0,0,1,0,0,2, , , , , , , , , , , ,9,9,0,0,0,47,56,27095,23800,3295,0,9,168,23,191,2,2,6,2,7,2,2,2,2,1,1,2,2500, , , , ,1,1,0,0,0,0,2,1,1,1,1,0,1,0,1,1,0,1,0,0,2, ,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,3,2,2,2, ,1,0,0,2,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0
A3228883,7.82608695652174,7.98823529411765,175.741176470588,1,32,2,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1, ,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1, , , , , , , , , ,22,22,0,0,0,51,73,27674,24700,2064,910,9,168,13,181,2,1, ,2,2,1, ,3,2,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,3,2, ,1,0,0,2,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A3228884,7.82608695652174,7.98823529411765,55.9176470588235,1,32,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1,0,0,0,0,0,0,0, ,7,0,0,7,0,24,31,23800,23800,0,0,9,168,0,168,2,1, ,2,2,2,2,2,1,1,2, , ,2,2500, , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2, ,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
A3228885,7.82608695652174,7.98823529411765,63.9058823529412,1,32,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1, , , , , , , , , ,8,3,0,5,0,23,31,24000,24000,0,0,9,168,0,168,2,2,3,2,2,1, ,2,1,1,1,2,2000, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,2,2,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
A3228886,7.82608695652174,7.98823529411765,47.9294117647059,1,32,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,1,1,1,1,0,1,0,0,0,0,2, , , , , , , , , , , ,6,3,0,3,0,38,44,28836,23800,3836,1200,9,168,25,193,2,2,3,2,2,1, ,2,1,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,3,3,3,2,3,2, ,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
A3234346,4.8,5.16556291390728,160.132450331126,1,32,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1, , , , , , , , , ,31,23,8,0,0,135,166,24703,23800,903,0,9,168,6,174,2,1, ,2,2,2,3,2,1,1,1,2,1000, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,2,1,1,0,2,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
A3234347,4.8,5.16556291390728,77.4834437086092,1,32,3,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0, ,15,15,0,0,0,117,132,24915,24410,305,200,9,168,2,170,2,2,3,2,5,1, ,2,1,1,1,2,2100, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2,3,3,4,3,3,1,2,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
A3234350,4.8,5.16556291390728,253.112582781457,1,32,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,1,1,1,1,1,1,0,0,0,0,0,1,3,1, , , , , , , , , ,49,0,49,0,0,105,154,30668,24850,5818,0,9,168,30,198,2,2,7,2,4,2,7,2,1,1,2, , ,2,1500, , ,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,3,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A3238889,4.8,5.16556291390728,139.470198675497,1,32,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,27,15,8,4,0,164,191,29360,23860,5500,0,8,176,40,216,2,1, ,2,7,2,3,2,1,1,2, , ,2,1000, , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,2,2,3,3,2,1,2,0,0,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
A3238891,4.8,5.16556291390728,149.801324503311,1,32,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1, , , , , , , , , ,29,0,29,0,0,111,140,28052,23800,4252,0,9,168,32,200,2,2,5,1, ,1, ,2,1,1,1,2,3500, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
A3244351,2,2.12121212121212,150.606060606061,1,32,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0, ,71,71,0,0,0,249,320,29938,23800,6138,0,9,168,40,208,2,2,3,2,3,1, ,2,1,1,1,2,2000, , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2,2,3,2,2,1,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
A3244353,2,2.12121212121212,48.7878787878788,1,32,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,23,23,0,0,0,190,213,31456,23800,5656,2000,9,168,35,203,2,2,3,2,3,2,2,2,1,1,1,2,2100, , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,2, ,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,2,2,3,2,2,2,2, ,0,0,1,2,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
A3248894,2,2.12121212121212,150.606060606061,1,32,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,20,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1, , , , , , , , , ,71,0,71,0,0,330,401,35800,23800,12000,0,9,168,70,238,2,1, ,2,1,1, ,2,1,1,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,2,3,3,4,3,3,1,2,1,1,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
A3254356,1,1.20524017467249,276,1,32,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0, ,229,0,229,0,0,576,805,23800,23800,0,0,9,168,0,168,2,2,2,2,7,2,3,2,1,1,2, , ,1, , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,2,2,2,3,2,2,1,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
A3314357,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,2,3,25600,23800,1800,0,9,168,12,180,2,2,2,2,3,1, ,2,1,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
A3314359,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,0,2,1,0,21,24,32800,23800,9000,0,9,168,46,214,2,1, ,2,2,1, ,2,1,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A3314362,7.46478873239437,8.58152173913044,34.3260869565218,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,4,4,0,0,0,10,14,23800,23800,0,0,9,168,0,168,2,1, ,2,3,2,2,1, ,1,2, , ,1, , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,3,3,2,3,3,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
A3314363,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,1,0,0,0,0,0,1,0,0,2, , , , , , , , , , , ,2,2,0,0,0,13,15,26038,23800,2238,0,9,168,14,182,2,1, ,2,4,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
A3314364,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0, ,5,0,5,0,0,19,24,23800,23800,0,0,9,168,0,168,2,2,2,1, ,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,3,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,2,2,3,2,2,2,2, ,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
A3314366,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,2,1,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,11,13,23800,23800,0,0,9,168,0,168,2,1, ,2,2,1, ,3,1,1,1,2,2500, , , , ,0,0,1,0,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,3,5,5,4,3,3,1,2,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
A3314367,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,5,5,0,0,0,23,28,42357,23880,14977,3500,9,168,94,262,2,1, ,2,7,1, ,1, ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
A3314368,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0,2, , , , , , , , , , , ,2,0,2,0,0,8,10,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,1, ,1,1,2,2300, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,4,3,3,3,1,2,1,0,0,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
A3314370,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,3,0,3,0,0,18,21,37906,25120,12786,0,9,168,80,248,2,1, ,2,2,1, ,2,1,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2, ,1,0,0,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
A3314372,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1, , , , , , , , , ,3,1,2,0,0,19,22,25800,23800,0,2000,10,160,0,160,2,2,2,2,3,2,2,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
A3314373,7.46478873239437,8.58152173913044,34.3260869565218,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,4,4,0,0,0,18,22,29499,24800,1699,3000,9,168,11,179,2,1, ,2,7,1, ,2,1,2,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,2,2,3,3,2,2,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A3314381,7.46478873239437,8.58152173913044,34.3260869565218,1,33,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,4,4,0,0,0,16,20,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,1, ,1,2, , ,1, , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,3,3,3,2,3,2, ,1,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
A3314383,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,0,0,0,1,0,0,2, , , , , , , , , , , ,1,0,1,0,0,26,27,26300,23800,2500,0,9,168,16,184,2,2,6,2,7,2,1,2,1,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2, ,0,0,1,2,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
A3314385,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,1,0,0,2, , , , , , , , , , , ,1,1,0,0,0,11,12,24800,24800,0,0,10,160,0,160,2,1, ,2,3,1, ,2,1,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,1,1,0,0,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
A3314386,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,1,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,15,17,33383,26635,5448,1300,9,168,41,209,2,1, ,2,4,2,2,2,1,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,2,2,2,2,2,2, ,0,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
A3314387,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,0,2,0,0,11,13,30974,23800,7174,0,9,168,45,213,2,1, ,2,6,2,1,3,2,1,1,2,1500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,2,2,2,3,2,3,2, ,1,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
